Entity,Code,Date,residential
Afghanistan,AFG,2020-02-17,1.333
Afghanistan,AFG,2020-02-18,0.75
Afghanistan,AFG,2020-02-19,0.8
Afghanistan,AFG,2020-02-20,0.833
Afghanistan,AFG,2020-02-21,0.714
Afghanistan,AFG,2020-02-22,0
Afghanistan,AFG,2020-02-23,0.143
Afghanistan,AFG,2020-02-24,0.286
Afghanistan,AFG,2020-02-25,0.429
Afghanistan,AFG,2020-02-26,0.429
Afghanistan,AFG,2020-02-27,0.571
Afghanistan,AFG,2020-02-28,0.857
Afghanistan,AFG,2020-02-29,1
Afghanistan,AFG,2020-03-01,0.857
Afghanistan,AFG,2020-03-02,0.714
Afghanistan,AFG,2020-03-03,0.714
Afghanistan,AFG,2020-03-04,0.714
Afghanistan,AFG,2020-03-05,0.571
Afghanistan,AFG,2020-03-06,0.429
Afghanistan,AFG,2020-03-07,0.429
Afghanistan,AFG,2020-03-08,0.429
Afghanistan,AFG,2020-03-09,1.429
Afghanistan,AFG,2020-03-10,1.571
Afghanistan,AFG,2020-03-11,1.571
Afghanistan,AFG,2020-03-12,1.571
Afghanistan,AFG,2020-03-13,1.429
Afghanistan,AFG,2020-03-14,1.286
Afghanistan,AFG,2020-03-15,1.286
Afghanistan,AFG,2020-03-16,0.571
Afghanistan,AFG,2020-03-17,0.429
Afghanistan,AFG,2020-03-18,0.429
Afghanistan,AFG,2020-03-19,0.571
Afghanistan,AFG,2020-03-20,0.714
Afghanistan,AFG,2020-03-21,1.571
Afghanistan,AFG,2020-03-22,1.714
Afghanistan,AFG,2020-03-23,1.857
Afghanistan,AFG,2020-03-24,2.286
Afghanistan,AFG,2020-03-25,3
Afghanistan,AFG,2020-03-26,3.714
Afghanistan,AFG,2020-03-27,4.286
Afghanistan,AFG,2020-03-28,5
Afghanistan,AFG,2020-03-29,6.286
Afghanistan,AFG,2020-03-30,7.571
Afghanistan,AFG,2020-03-31,8.857
Afghanistan,AFG,2020-04-01,9.571
Afghanistan,AFG,2020-04-02,10.429
Afghanistan,AFG,2020-04-03,10.571
Afghanistan,AFG,2020-04-04,10.429
Afghanistan,AFG,2020-04-05,10.714
Afghanistan,AFG,2020-04-06,10.714
Afghanistan,AFG,2020-04-07,10.429
Afghanistan,AFG,2020-04-08,10.857
Afghanistan,AFG,2020-04-09,11.429
Afghanistan,AFG,2020-04-10,12.143
Afghanistan,AFG,2020-04-11,13
Afghanistan,AFG,2020-04-12,13.429
Afghanistan,AFG,2020-04-13,13.857
Afghanistan,AFG,2020-04-14,14.571
Afghanistan,AFG,2020-04-15,14.571
Afghanistan,AFG,2020-04-16,14.429
Afghanistan,AFG,2020-04-17,14.429
Afghanistan,AFG,2020-04-18,14.143
Afghanistan,AFG,2020-04-19,13.857
Afghanistan,AFG,2020-04-20,13.571
Afghanistan,AFG,2020-04-21,13
Afghanistan,AFG,2020-04-22,12.571
Afghanistan,AFG,2020-04-23,12.143
Afghanistan,AFG,2020-04-24,12.571
Afghanistan,AFG,2020-04-25,13.143
Afghanistan,AFG,2020-04-26,13.714
Afghanistan,AFG,2020-04-27,14.286
Afghanistan,AFG,2020-04-28,14.571
Afghanistan,AFG,2020-04-29,15
Afghanistan,AFG,2020-04-30,15.571
Afghanistan,AFG,2020-05-01,15.429
Afghanistan,AFG,2020-05-02,15.143
Afghanistan,AFG,2020-05-03,15
Afghanistan,AFG,2020-05-04,14.714
Afghanistan,AFG,2020-05-05,15
Afghanistan,AFG,2020-05-06,15.143
Afghanistan,AFG,2020-05-07,15
Afghanistan,AFG,2020-05-08,14.571
Afghanistan,AFG,2020-05-09,14
Afghanistan,AFG,2020-05-10,13.714
Afghanistan,AFG,2020-05-11,13.429
Afghanistan,AFG,2020-05-12,13.143
Afghanistan,AFG,2020-05-13,12.857
Afghanistan,AFG,2020-05-14,12.429
Afghanistan,AFG,2020-05-15,12.429
Afghanistan,AFG,2020-05-16,12.429
Afghanistan,AFG,2020-05-17,12.286
Afghanistan,AFG,2020-05-18,12.143
Afghanistan,AFG,2020-07-03,10.857
Afghanistan,AFG,2020-07-04,9.857
Afghanistan,AFG,2020-07-05,9
Afghanistan,AFG,2020-07-06,8.286
Afghanistan,AFG,2020-07-07,7.286
Afghanistan,AFG,2020-07-08,6.143
Afghanistan,AFG,2020-07-09,5.286
Afghanistan,AFG,2020-07-10,5.286
Afghanistan,AFG,2020-07-11,5.143
Afghanistan,AFG,2020-07-12,5
Afghanistan,AFG,2020-07-13,4.857
Afghanistan,AFG,2020-07-14,4.857
Afghanistan,AFG,2020-07-15,4.857
Afghanistan,AFG,2020-07-16,4.857
Afghanistan,AFG,2020-07-17,4.714
Afghanistan,AFG,2020-07-18,4.571
Afghanistan,AFG,2020-07-19,4.286
Afghanistan,AFG,2020-07-20,4.286
Afghanistan,AFG,2020-07-21,4.143
Afghanistan,AFG,2020-07-22,4
Afghanistan,AFG,2020-07-23,4
Afghanistan,AFG,2020-07-24,4
Afghanistan,AFG,2020-07-25,4
Afghanistan,AFG,2020-07-26,4
Afghanistan,AFG,2020-07-27,3.714
Afghanistan,AFG,2020-07-28,3.286
Afghanistan,AFG,2020-07-29,3
Afghanistan,AFG,2020-07-30,3.429
Afghanistan,AFG,2020-07-31,3.429
Afghanistan,AFG,2020-08-01,4.286
Afghanistan,AFG,2020-08-02,5
Afghanistan,AFG,2020-08-03,5.286
Afghanistan,AFG,2020-08-04,5.429
Afghanistan,AFG,2020-08-05,5.429
Afghanistan,AFG,2020-08-06,4.714
Afghanistan,AFG,2020-08-07,4.429
Afghanistan,AFG,2020-08-08,3.714
Afghanistan,AFG,2020-08-09,3.143
Afghanistan,AFG,2020-08-10,2.286
Afghanistan,AFG,2020-08-11,1.857
Afghanistan,AFG,2020-08-12,1.429
Afghanistan,AFG,2020-08-13,1.143
Afghanistan,AFG,2020-08-14,1.143
Afghanistan,AFG,2020-08-15,0.286
Afghanistan,AFG,2020-08-16,-0.714
Afghanistan,AFG,2020-08-17,-0.857
Afghanistan,AFG,2020-08-18,0
Afghanistan,AFG,2020-08-19,-0.143
Afghanistan,AFG,2020-08-20,-0.143
Afghanistan,AFG,2020-08-21,-0.143
Afghanistan,AFG,2020-08-22,-0.143
Afghanistan,AFG,2020-08-23,0
Afghanistan,AFG,2020-08-24,0.143
Afghanistan,AFG,2020-08-25,-0.857
Afghanistan,AFG,2020-08-26,-0.714
Afghanistan,AFG,2020-08-27,-0.714
Afghanistan,AFG,2020-08-28,-0.571
Afghanistan,AFG,2020-08-29,0
Afghanistan,AFG,2020-08-30,2
Afghanistan,AFG,2020-08-31,2.143
Afghanistan,AFG,2020-09-01,2.286
Afghanistan,AFG,2020-09-02,2.429
Afghanistan,AFG,2020-09-03,2.571
Afghanistan,AFG,2020-09-04,2.714
Afghanistan,AFG,2020-09-05,2.286
Afghanistan,AFG,2020-09-06,0.429
Afghanistan,AFG,2020-09-07,0.286
Afghanistan,AFG,2020-09-08,1.571
Afghanistan,AFG,2020-09-09,1.429
Afghanistan,AFG,2020-09-10,1.286
Afghanistan,AFG,2020-09-11,1.143
Afghanistan,AFG,2020-09-12,1.286
Afghanistan,AFG,2020-09-13,1.429
Afghanistan,AFG,2020-09-14,1.714
Afghanistan,AFG,2020-09-15,0.571
Afghanistan,AFG,2020-09-16,0.857
Afghanistan,AFG,2020-09-17,1
Afghanistan,AFG,2020-09-18,1.286
Afghanistan,AFG,2020-09-19,1.286
Afghanistan,AFG,2020-09-20,1.429
Afghanistan,AFG,2020-09-21,1.571
Afghanistan,AFG,2020-09-22,1.857
Afghanistan,AFG,2020-09-23,2.143
Afghanistan,AFG,2020-09-24,2.286
Afghanistan,AFG,2020-09-25,2.286
Afghanistan,AFG,2020-09-26,2.714
Afghanistan,AFG,2020-09-27,3
Afghanistan,AFG,2020-09-28,3.143
Afghanistan,AFG,2020-09-29,3.143
Afghanistan,AFG,2020-09-30,2.714
Afghanistan,AFG,2020-10-01,2.143
Afghanistan,AFG,2020-10-02,1.429
Afghanistan,AFG,2020-10-03,0.571
Afghanistan,AFG,2020-10-04,-0.143
Afghanistan,AFG,2020-10-05,-0.714
Afghanistan,AFG,2020-10-06,-1.429
Afghanistan,AFG,2020-10-07,-1.714
Afghanistan,AFG,2020-10-08,-1.429
Afghanistan,AFG,2020-10-09,-0.714
Afghanistan,AFG,2020-10-10,0
Afghanistan,AFG,2020-10-11,0.571
Afghanistan,AFG,2020-10-12,1.143
Afghanistan,AFG,2020-10-13,1.714
Afghanistan,AFG,2020-10-14,2.286
Afghanistan,AFG,2020-10-15,2.429
Afghanistan,AFG,2020-10-16,2.429
Afghanistan,AFG,2020-10-17,2.286
Afghanistan,AFG,2020-10-18,2.429
Afghanistan,AFG,2020-10-19,2.571
Afghanistan,AFG,2020-10-20,2.714
Afghanistan,AFG,2020-10-21,2.857
Afghanistan,AFG,2020-10-22,2.857
Afghanistan,AFG,2020-10-23,2.857
Afghanistan,AFG,2020-10-24,2.857
Afghanistan,AFG,2020-10-25,2.714
Afghanistan,AFG,2020-10-26,2.429
Afghanistan,AFG,2020-10-27,2.286
Afghanistan,AFG,2020-10-28,1.857
Afghanistan,AFG,2020-10-29,3
Afghanistan,AFG,2020-10-30,2.857
Afghanistan,AFG,2020-10-31,2.714
Afghanistan,AFG,2020-11-01,2.571
Afghanistan,AFG,2020-11-02,2.429
Afghanistan,AFG,2020-11-03,2.571
Afghanistan,AFG,2020-11-04,2.714
Afghanistan,AFG,2020-11-05,1.429
Afghanistan,AFG,2020-11-06,1.286
Afghanistan,AFG,2020-11-07,1.429
Afghanistan,AFG,2020-11-08,1.429
Afghanistan,AFG,2020-11-09,1.571
Afghanistan,AFG,2020-11-10,1.429
Afghanistan,AFG,2020-11-11,1.286
Afghanistan,AFG,2020-11-12,1.143
Afghanistan,AFG,2020-11-13,0.857
Afghanistan,AFG,2020-11-14,0.714
Afghanistan,AFG,2020-11-15,0.714
Afghanistan,AFG,2020-11-16,0.429
Afghanistan,AFG,2020-11-17,0.143
Afghanistan,AFG,2020-11-18,0
Afghanistan,AFG,2020-11-19,0.857
Afghanistan,AFG,2020-11-20,1
Afghanistan,AFG,2020-11-21,0.714
Afghanistan,AFG,2020-11-22,0.143
Afghanistan,AFG,2020-11-23,0.143
Afghanistan,AFG,2020-11-24,0.286
Angola,AGO,2020-02-17,1
Angola,AGO,2020-02-18,0.5
Angola,AGO,2020-02-19,0.6
Angola,AGO,2020-02-20,0.333
Angola,AGO,2020-02-21,0.286
Angola,AGO,2020-02-22,0.143
Angola,AGO,2020-02-23,0
Angola,AGO,2020-02-24,1.714
Angola,AGO,2020-02-25,3.714
Angola,AGO,2020-02-26,3.429
Angola,AGO,2020-02-27,3.429
Angola,AGO,2020-02-28,3.429
Angola,AGO,2020-02-29,3.429
Angola,AGO,2020-03-01,3.286
Angola,AGO,2020-03-02,1.429
Angola,AGO,2020-03-03,-0.714
Angola,AGO,2020-03-04,-0.714
Angola,AGO,2020-03-05,-0.857
Angola,AGO,2020-03-06,-1
Angola,AGO,2020-03-07,-1.143
Angola,AGO,2020-03-08,-1.143
Angola,AGO,2020-03-09,-1.143
Angola,AGO,2020-03-10,-1.143
Angola,AGO,2020-03-11,-1.143
Angola,AGO,2020-03-12,-1.143
Angola,AGO,2020-03-13,-1.143
Angola,AGO,2020-03-14,-0.857
Angola,AGO,2020-03-15,-0.571
Angola,AGO,2020-03-16,-0.571
Angola,AGO,2020-03-17,-0.286
Angola,AGO,2020-03-18,-0.143
Angola,AGO,2020-03-19,0.143
Angola,AGO,2020-03-20,0.571
Angola,AGO,2020-03-21,1.143
Angola,AGO,2020-03-22,2.714
Angola,AGO,2020-03-23,6.571
Angola,AGO,2020-03-24,8.286
Angola,AGO,2020-03-25,10.429
Angola,AGO,2020-03-26,12
Angola,AGO,2020-03-27,15.429
Angola,AGO,2020-03-28,17.571
Angola,AGO,2020-03-29,18.857
Angola,AGO,2020-03-30,19.429
Angola,AGO,2020-03-31,21.857
Angola,AGO,2020-04-01,23.714
Angola,AGO,2020-04-02,26.143
Angola,AGO,2020-04-03,27
Angola,AGO,2020-04-04,27.571
Angola,AGO,2020-04-05,27.571
Angola,AGO,2020-04-06,27.286
Angola,AGO,2020-04-07,27.143
Angola,AGO,2020-04-08,27.143
Angola,AGO,2020-04-09,27
Angola,AGO,2020-04-10,27.571
Angola,AGO,2020-04-11,27.286
Angola,AGO,2020-04-12,27.143
Angola,AGO,2020-04-13,27.286
Angola,AGO,2020-04-14,27.143
Angola,AGO,2020-04-15,27.286
Angola,AGO,2020-04-16,27
Angola,AGO,2020-04-17,26.286
Angola,AGO,2020-04-18,26.429
Angola,AGO,2020-04-19,26.429
Angola,AGO,2020-04-20,26.286
Angola,AGO,2020-04-21,26.286
Angola,AGO,2020-04-22,26.143
Angola,AGO,2020-04-23,26.286
Angola,AGO,2020-04-24,26
Angola,AGO,2020-04-25,25.286
Angola,AGO,2020-04-26,25
Angola,AGO,2020-04-27,24
Angola,AGO,2020-04-28,22.571
Angola,AGO,2020-04-29,21.429
Angola,AGO,2020-04-30,20.286
Angola,AGO,2020-05-01,20.571
Angola,AGO,2020-05-02,20.286
Angola,AGO,2020-05-03,20.286
Angola,AGO,2020-05-04,20.429
Angola,AGO,2020-05-05,20.714
Angola,AGO,2020-05-06,21
Angola,AGO,2020-05-07,21.143
Angola,AGO,2020-05-08,20.143
Angola,AGO,2020-05-09,20.143
Angola,AGO,2020-05-10,20.143
Angola,AGO,2020-05-11,20
Angola,AGO,2020-05-12,20.143
Angola,AGO,2020-05-13,19.857
Angola,AGO,2020-05-14,19.714
Angola,AGO,2020-05-15,19.571
Angola,AGO,2020-05-16,19.714
Angola,AGO,2020-05-17,19.571
Angola,AGO,2020-05-18,19.571
Angola,AGO,2020-05-19,19.571
Angola,AGO,2020-05-20,19.714
Angola,AGO,2020-05-21,20
Angola,AGO,2020-05-22,19.857
Angola,AGO,2020-05-23,19.571
Angola,AGO,2020-05-24,19.429
Angola,AGO,2020-05-25,19.143
Angola,AGO,2020-05-26,18.571
Angola,AGO,2020-05-27,17.857
Angola,AGO,2020-05-28,17.143
Angola,AGO,2020-05-29,16.429
Angola,AGO,2020-05-30,15.714
Angola,AGO,2020-05-31,15
Angola,AGO,2020-06-01,14.286
Angola,AGO,2020-06-02,14
Angola,AGO,2020-06-03,13.714
Angola,AGO,2020-06-04,13.571
Angola,AGO,2020-06-05,13.429
Angola,AGO,2020-06-06,13.429
Angola,AGO,2020-06-07,13.571
Angola,AGO,2020-06-08,13.714
Angola,AGO,2020-06-09,13.714
Angola,AGO,2020-06-10,13.714
Angola,AGO,2020-06-11,13.714
Angola,AGO,2020-06-12,13.714
Angola,AGO,2020-06-13,13.714
Angola,AGO,2020-06-14,13.571
Angola,AGO,2020-06-15,13.429
Angola,AGO,2020-06-16,13.286
Angola,AGO,2020-06-17,13.286
Angola,AGO,2020-06-18,13.286
Angola,AGO,2020-06-19,13.286
Angola,AGO,2020-06-20,13.286
Angola,AGO,2020-06-21,13.429
Angola,AGO,2020-06-22,13.571
Angola,AGO,2020-06-23,13.714
Angola,AGO,2020-06-24,13.571
Angola,AGO,2020-06-25,13.286
Angola,AGO,2020-06-26,12.857
Angola,AGO,2020-06-27,12.571
Angola,AGO,2020-06-28,12.143
Angola,AGO,2020-06-29,11.714
Angola,AGO,2020-06-30,11.286
Angola,AGO,2020-07-01,10.857
Angola,AGO,2020-07-02,10.714
Angola,AGO,2020-07-03,10.714
Angola,AGO,2020-07-04,10.714
Angola,AGO,2020-07-05,10.714
Angola,AGO,2020-07-06,10.714
Angola,AGO,2020-07-07,10.857
Angola,AGO,2020-07-08,11.143
Angola,AGO,2020-07-09,11.571
Angola,AGO,2020-07-10,12.143
Angola,AGO,2020-07-11,12.571
Angola,AGO,2020-07-12,13
Angola,AGO,2020-07-13,13.429
Angola,AGO,2020-07-14,13.714
Angola,AGO,2020-07-15,14.143
Angola,AGO,2020-07-16,14.143
Angola,AGO,2020-07-17,14.286
Angola,AGO,2020-07-18,14.286
Angola,AGO,2020-07-19,14.429
Angola,AGO,2020-07-20,14.571
Angola,AGO,2020-07-21,14.714
Angola,AGO,2020-07-22,14.714
Angola,AGO,2020-07-23,14.571
Angola,AGO,2020-07-24,14.429
Angola,AGO,2020-07-25,14.286
Angola,AGO,2020-07-26,14
Angola,AGO,2020-07-27,13.714
Angola,AGO,2020-07-28,13.429
Angola,AGO,2020-07-29,13.143
Angola,AGO,2020-07-30,13
Angola,AGO,2020-07-31,12.571
Angola,AGO,2020-08-01,12.143
Angola,AGO,2020-08-02,11.857
Angola,AGO,2020-08-03,11.714
Angola,AGO,2020-08-04,11.571
Angola,AGO,2020-08-05,11.571
Angola,AGO,2020-08-06,11.571
Angola,AGO,2020-08-07,11.571
Angola,AGO,2020-08-08,11.714
Angola,AGO,2020-08-09,11.714
Angola,AGO,2020-08-10,11.714
Angola,AGO,2020-08-11,11.571
Angola,AGO,2020-08-12,11.571
Angola,AGO,2020-08-13,11.571
Angola,AGO,2020-08-14,11.571
Angola,AGO,2020-08-15,11.571
Angola,AGO,2020-08-16,11.571
Angola,AGO,2020-08-17,11.571
Angola,AGO,2020-08-18,11.714
Angola,AGO,2020-08-19,11.714
Angola,AGO,2020-08-20,11.714
Angola,AGO,2020-08-21,11.714
Angola,AGO,2020-08-22,11.714
Angola,AGO,2020-08-23,11.714
Angola,AGO,2020-08-24,11.714
Angola,AGO,2020-08-25,11.714
Angola,AGO,2020-08-26,11.571
Angola,AGO,2020-08-27,11.429
Angola,AGO,2020-08-28,11.286
Angola,AGO,2020-08-29,11
Angola,AGO,2020-08-30,10.714
Angola,AGO,2020-08-31,10.429
Angola,AGO,2020-09-01,10
Angola,AGO,2020-09-02,9.714
Angola,AGO,2020-09-03,9.429
Angola,AGO,2020-09-04,9.286
Angola,AGO,2020-09-05,9.286
Angola,AGO,2020-09-06,9.286
Angola,AGO,2020-09-07,9.286
Angola,AGO,2020-09-08,9.429
Angola,AGO,2020-09-09,9.429
Angola,AGO,2020-09-10,9.571
Angola,AGO,2020-09-11,9.571
Angola,AGO,2020-09-12,9.571
Angola,AGO,2020-09-13,9.714
Angola,AGO,2020-09-14,9.714
Angola,AGO,2020-09-15,9.857
Angola,AGO,2020-09-16,9.714
Angola,AGO,2020-09-17,10.857
Angola,AGO,2020-09-18,12.143
Angola,AGO,2020-09-19,12.714
Angola,AGO,2020-09-20,12.857
Angola,AGO,2020-09-21,13
Angola,AGO,2020-09-22,13
Angola,AGO,2020-09-23,13.429
Angola,AGO,2020-09-24,12.429
Angola,AGO,2020-09-25,11.286
Angola,AGO,2020-09-26,10.714
Angola,AGO,2020-09-27,10.571
Angola,AGO,2020-09-28,10.571
Angola,AGO,2020-09-29,10.429
Angola,AGO,2020-09-30,9.857
Angola,AGO,2020-10-01,9
Angola,AGO,2020-10-02,8.143
Angola,AGO,2020-10-03,7.429
Angola,AGO,2020-10-04,6.714
Angola,AGO,2020-10-05,5.714
Angola,AGO,2020-10-06,5
Angola,AGO,2020-10-07,4.714
Angola,AGO,2020-10-08,5.143
Angola,AGO,2020-10-09,5.571
Angola,AGO,2020-10-10,6.286
Angola,AGO,2020-10-11,6.857
Angola,AGO,2020-10-12,7.571
Angola,AGO,2020-10-13,8.143
Angola,AGO,2020-10-14,8.571
Angola,AGO,2020-10-15,8.857
Angola,AGO,2020-10-16,9
Angola,AGO,2020-10-17,9.143
Angola,AGO,2020-10-18,8.857
Angola,AGO,2020-10-19,8.714
Angola,AGO,2020-10-20,8.714
Angola,AGO,2020-10-21,8.714
Angola,AGO,2020-10-22,8.571
Angola,AGO,2020-10-23,8.429
Angola,AGO,2020-10-24,8.571
Angola,AGO,2020-10-25,9
Angola,AGO,2020-10-26,9
Angola,AGO,2020-10-27,9
Angola,AGO,2020-10-28,9
Angola,AGO,2020-10-29,8.571
Angola,AGO,2020-10-30,8.571
Angola,AGO,2020-10-31,8
Angola,AGO,2020-11-01,7.571
Angola,AGO,2020-11-02,9.143
Angola,AGO,2020-11-03,8.714
Angola,AGO,2020-11-04,8.571
Angola,AGO,2020-11-05,8.571
Angola,AGO,2020-11-06,8.286
Angola,AGO,2020-11-07,8.571
Angola,AGO,2020-11-08,9
Angola,AGO,2020-11-09,7.429
Angola,AGO,2020-11-10,7.286
Angola,AGO,2020-11-11,9.714
Angola,AGO,2020-11-12,9.857
Angola,AGO,2020-11-13,10.571
Angola,AGO,2020-11-14,10.429
Angola,AGO,2020-11-15,10
Angola,AGO,2020-11-16,9.857
Angola,AGO,2020-11-17,10.143
Angola,AGO,2020-11-18,7.571
Angola,AGO,2020-11-19,7.429
Angola,AGO,2020-11-20,6.714
Angola,AGO,2020-11-21,6.714
Angola,AGO,2020-11-22,6.571
Angola,AGO,2020-11-23,6.571
Angola,AGO,2020-11-24,6.429
Antigua and Barbuda,ATG,2020-02-18,2.333
Antigua and Barbuda,ATG,2020-02-19,2
Antigua and Barbuda,ATG,2020-02-20,1.8
Antigua and Barbuda,ATG,2020-02-21,2
Antigua and Barbuda,ATG,2020-02-22,1.5
Antigua and Barbuda,ATG,2020-02-23,1.5
Antigua and Barbuda,ATG,2020-02-24,1.167
Antigua and Barbuda,ATG,2020-02-25,1.167
Antigua and Barbuda,ATG,2020-02-26,1.333
Antigua and Barbuda,ATG,2020-02-27,1.333
Antigua and Barbuda,ATG,2020-02-28,0.833
Antigua and Barbuda,ATG,2020-02-29,0.667
Antigua and Barbuda,ATG,2020-03-01,0.667
Antigua and Barbuda,ATG,2020-03-02,0.5
Antigua and Barbuda,ATG,2020-03-03,0.5
Antigua and Barbuda,ATG,2020-03-04,0.167
Antigua and Barbuda,ATG,2020-03-05,0.333
Antigua and Barbuda,ATG,2020-03-06,0.333
Antigua and Barbuda,ATG,2020-03-07,0.5
Antigua and Barbuda,ATG,2020-03-08,0.5
Antigua and Barbuda,ATG,2020-03-09,0.667
Antigua and Barbuda,ATG,2020-03-10,0.667
Antigua and Barbuda,ATG,2020-03-11,0.667
Antigua and Barbuda,ATG,2020-03-12,0.5
Antigua and Barbuda,ATG,2020-03-13,0.5
Antigua and Barbuda,ATG,2020-03-14,1.167
Antigua and Barbuda,ATG,2020-03-15,1.167
Antigua and Barbuda,ATG,2020-03-16,2.5
Antigua and Barbuda,ATG,2020-03-17,4.167
Antigua and Barbuda,ATG,2020-03-18,5.833
Antigua and Barbuda,ATG,2020-03-19,7.667
Antigua and Barbuda,ATG,2020-03-20,9.833
Antigua and Barbuda,ATG,2020-03-21,11
Antigua and Barbuda,ATG,2020-03-22,11
Antigua and Barbuda,ATG,2020-03-23,12
Antigua and Barbuda,ATG,2020-03-24,13.2
Antigua and Barbuda,ATG,2020-03-25,14
Antigua and Barbuda,ATG,2020-03-26,15
Antigua and Barbuda,ATG,2020-03-27,15.8
Antigua and Barbuda,ATG,2020-03-28,15.8
Antigua and Barbuda,ATG,2020-03-29,15.8
Antigua and Barbuda,ATG,2020-03-30,17.6
Antigua and Barbuda,ATG,2020-03-31,18.6
Antigua and Barbuda,ATG,2020-04-01,19
Antigua and Barbuda,ATG,2020-04-02,19.5
Antigua and Barbuda,ATG,2020-04-03,20.333
Antigua and Barbuda,ATG,2020-04-04,20.333
Antigua and Barbuda,ATG,2020-04-05,20.333
Antigua and Barbuda,ATG,2020-04-29,29
Antigua and Barbuda,ATG,2020-04-30,29
Antigua and Barbuda,ATG,2020-05-01,29
Antigua and Barbuda,ATG,2020-05-02,29
Antigua and Barbuda,ATG,2020-05-03,29
Antigua and Barbuda,ATG,2020-05-04,28.5
Antigua and Barbuda,ATG,2020-05-05,28.75
Antigua and Barbuda,ATG,2020-05-06,28.75
Antigua and Barbuda,ATG,2020-05-07,29.25
Antigua and Barbuda,ATG,2020-05-08,29
Antigua and Barbuda,ATG,2020-05-09,29
Antigua and Barbuda,ATG,2020-05-10,29
Antigua and Barbuda,ATG,2020-05-11,28.6
Antigua and Barbuda,ATG,2020-05-12,28.2
Antigua and Barbuda,ATG,2020-05-13,27.6
Antigua and Barbuda,ATG,2020-05-14,26.4
Antigua and Barbuda,ATG,2020-05-15,26
Antigua and Barbuda,ATG,2020-05-16,26
Antigua and Barbuda,ATG,2020-05-17,26
Antigua and Barbuda,ATG,2020-05-18,25.2
Antigua and Barbuda,ATG,2020-05-19,25.4
Antigua and Barbuda,ATG,2020-05-20,25
Antigua and Barbuda,ATG,2020-05-21,25.2
Antigua and Barbuda,ATG,2020-05-22,24.4
Antigua and Barbuda,ATG,2020-05-23,24.4
Antigua and Barbuda,ATG,2020-05-24,24.4
Antigua and Barbuda,ATG,2020-05-25,24.2
Antigua and Barbuda,ATG,2020-05-26,23.4
Antigua and Barbuda,ATG,2020-05-27,23
Antigua and Barbuda,ATG,2020-05-28,22.2
Antigua and Barbuda,ATG,2020-05-29,22.2
Antigua and Barbuda,ATG,2020-05-30,22.2
Antigua and Barbuda,ATG,2020-05-31,22.2
Antigua and Barbuda,ATG,2020-06-01,22.25
Antigua and Barbuda,ATG,2020-06-02,21.5
Antigua and Barbuda,ATG,2020-06-03,20.5
Antigua and Barbuda,ATG,2020-06-04,20
Antigua and Barbuda,ATG,2020-06-05,19.25
Antigua and Barbuda,ATG,2020-06-06,19.25
Antigua and Barbuda,ATG,2020-06-07,19.25
Antigua and Barbuda,ATG,2020-06-08,19
Antigua and Barbuda,ATG,2020-06-09,19
Antigua and Barbuda,ATG,2020-06-10,19.6
Antigua and Barbuda,ATG,2020-06-11,19.6
Antigua and Barbuda,ATG,2020-06-12,19.4
Antigua and Barbuda,ATG,2020-06-13,19.4
Antigua and Barbuda,ATG,2020-06-14,19.4
Antigua and Barbuda,ATG,2020-06-15,19.2
Antigua and Barbuda,ATG,2020-06-16,18.8
Antigua and Barbuda,ATG,2020-06-17,18
Antigua and Barbuda,ATG,2020-06-18,18
Antigua and Barbuda,ATG,2020-06-19,18
Antigua and Barbuda,ATG,2020-06-20,18
Antigua and Barbuda,ATG,2020-06-21,18
Antigua and Barbuda,ATG,2020-06-22,18.2
Antigua and Barbuda,ATG,2020-06-23,18.4
Antigua and Barbuda,ATG,2020-06-24,18.4
Antigua and Barbuda,ATG,2020-06-25,18
Antigua and Barbuda,ATG,2020-06-26,17.8
Antigua and Barbuda,ATG,2020-06-27,17.8
Antigua and Barbuda,ATG,2020-06-28,17.8
Antigua and Barbuda,ATG,2020-06-29,17.2
Antigua and Barbuda,ATG,2020-06-30,16.6
Antigua and Barbuda,ATG,2020-07-01,16.4
Antigua and Barbuda,ATG,2020-07-02,16.4
Antigua and Barbuda,ATG,2020-07-03,16.4
Antigua and Barbuda,ATG,2020-07-04,16.4
Antigua and Barbuda,ATG,2020-07-05,16.4
Antigua and Barbuda,ATG,2020-07-06,16.6
Antigua and Barbuda,ATG,2020-07-07,17.2
Antigua and Barbuda,ATG,2020-07-08,17.4
Antigua and Barbuda,ATG,2020-07-09,17.4
Antigua and Barbuda,ATG,2020-07-10,17.4
Antigua and Barbuda,ATG,2020-07-11,17.4
Antigua and Barbuda,ATG,2020-07-12,17.4
Antigua and Barbuda,ATG,2020-07-13,17.6
Antigua and Barbuda,ATG,2020-07-14,17.4
Antigua and Barbuda,ATG,2020-07-15,17.4
Antigua and Barbuda,ATG,2020-07-16,17.4
Antigua and Barbuda,ATG,2020-07-17,17.2
Antigua and Barbuda,ATG,2020-07-18,17.2
Antigua and Barbuda,ATG,2020-07-19,17.2
Antigua and Barbuda,ATG,2020-07-20,17
Antigua and Barbuda,ATG,2020-07-21,17.2
Antigua and Barbuda,ATG,2020-07-22,17.6
Antigua and Barbuda,ATG,2020-07-23,18.2
Antigua and Barbuda,ATG,2020-07-24,18.6
Antigua and Barbuda,ATG,2020-07-25,18.6
Antigua and Barbuda,ATG,2020-07-26,18.6
